"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",,"M"
"AUT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",,"M"
"AUT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",,"M"
"AUT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",,"M"
"AUT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",,"M"
"AUT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",,"M"
"AUT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",,"M"
"AUT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",12481.392,
"AUT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",13391.467,
"AUT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",13454.124,
"AUT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",13930.769,
"AUT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"BEL","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",,"M"
"BEL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",,"M"
"BEL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7582.833,
"BEL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",9791.149,
"BEL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",9894.199,
"BEL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",10467.361,
"BEL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",10786.342,
"BEL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",11279.844,
"BEL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",11719.072,
"BEL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",11866.052,
"BEL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",11855.899,
"BEL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"CAN","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",,"M"
"CAN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",,"M"
"CAN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",,"M"
"CAN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8937.021,
"CAN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",,"M"
"CAN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",9950.004,
"CAN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",10000.179,
"CAN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",10398.065,
"CAN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",10535.674,
"CAN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",10501.547,
"CAN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",10467.831,
"CAN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"CZE","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",2609.955,
"CZE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",2599.083,
"CZE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",4050.523,
"CZE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",5149.4,
"CZE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",5729.17,
"CZE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",5768.27,
"CZE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",6184.682,
"CZE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",6482.462,
"CZE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",6638.715,
"CZE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",6886.758,
"CZE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",7074.887,
"CZE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"DNK","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",5618.937,
"DNK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",7148.553,
"DNK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",8941.963,
"DNK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",10536.616,
"DNK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",11316.843,
"DNK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",11760.268,
"DNK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",10535.11,
"DNK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",11476.939,
"DNK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",11807.594,
"DNK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",12827.284,
"DNK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",,"M"
"DNK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",4716.224,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",5390.186,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",6637.267,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8133.06,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",8441.054,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",8834.754,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9271.955,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",9448.139,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",9658.92,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",9769.05,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",10025.469,
"FIN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",,"M"
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",6539.68,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7483.064,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8730.422,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",9014.445,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",9265.066,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9343.783,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",9312.157,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",9778.401,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",9918.34,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",9897.165,
"FRA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",,"M"
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",,"M"
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7061.157,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8077.084,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",,"M"
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",9203.307,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9613.138,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",9821.053,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",10300.284,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",10779.232,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",10863.375,
"DEU","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",1911.891,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",2337.619,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",3554.963,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",,"M"
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",,"M"
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",,"M"
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",,"M"
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",4451.86,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",4642.304,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",5551.658,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",5851.696,
"HUN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",,"M"
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",6389.497,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",8961.501,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",10088.946,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",9754.598,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",8805.612,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9215.992,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",9240.669,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",9757.443,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",10599.182,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",11207.251,
"ISL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",2947.627,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",3991.209,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",6481.022,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",,"M"
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",,"M"
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",9751.13,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9848.428,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",10071.303,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",9433.812,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",9169.629,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",8670.953,
"IRL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",5574.8,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",6408.637,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7102.731,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8545.122,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",8485.037,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",8170.425,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",7993.235,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",8609.138,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",8839.537,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",8727.423,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",8996.321,
"ITA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",4765.733,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",6047.724,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7452.084,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8410.224,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",8539.937,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",8885.861,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9168.719,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",9563.784,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",9801.809,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",10022.11,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",10167.273,
"JPN","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",,"M"
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",,"M"
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",5695.528,
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",7094.626,
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",8053.602,
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",9122.943,
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9682.407,
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",10343.851,
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",10524.248,
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",10803.948,
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",11688.437,
"KOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",,"M"
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",,"M"
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",,"M"
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",,"M"
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",,"M"
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",,"M"
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",,"M"
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",19943.161,
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",18758.417,
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",20938.651,
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",20450.931,
"LUX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",1135.401,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",1437.495,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",2025.115,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",2284.03,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",2417.363,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",2546.722,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",2764.729,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",2826.37,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",2925.221,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",3032.514,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",2997.928,
"MEX","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",4281.584,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",5858.513,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7760.141,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",9155.87,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",9765.708,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",9899.302,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",10061.989,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",10338.138,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",10994.541,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",10674.397,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",10960.133,
"NLD","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",,"M"
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",,"M"
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",,"M"
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",,"M"
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",,"M"
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",,"M"
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",,"M"
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",8360.135,
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",8769.776,
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",9064.102,
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",9265.742,
"NZL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",6370.324,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",7805.27,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",9793.351,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",11860.633,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",12635.849,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",12944.817,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",13101.626,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",13507.57,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",14396.211,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",14194.04,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",14353.281,
"NOR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",,"M"
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",,"M"
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",3180.592,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",4555.843,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",4932.125,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",5584.925,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",5804.509,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",6361.714,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",6608.106,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",6823.912,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",6725.337,
"POL","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",2904.763,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",4349.133,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",5620.476,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",5985.166,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",6814.435,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",,"M"
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",,"M"
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",8232.321,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",9513.567,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",9411.202,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",8533.483,
"PRT","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",1353.214,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",1653.272,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",2769.514,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",3994.58,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",4759.806,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",5282.305,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",5125.739,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",5381.681,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",5928.597,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",6368.749,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",6747.046,
"SVK","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",3509.879,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",4665.321,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",6328.586,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8319.224,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",8629.235,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",8370.943,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",8203.002,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",7962.691,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",7753.095,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",7814.178,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",8189.12,
"ESP","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",5799.731,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",6635.399,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7672.225,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",9551.501,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",9740.886,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",10106.094,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",10518.84,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",10859.673,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",11061.062,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",11007.049,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",11052.222,
"SWE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",,"M"
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",,"M"
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",,"M"
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",,"M"
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",,"M"
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",,"M"
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",,"M"
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",16862.34,
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",,"M"
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",,"M"
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",,"M"
"CHE","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",,"M"
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",,"M"
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",,"M"
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",,"M"
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",,"M"
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",,"M"
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",2770.252,
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",2977.108,
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",3203.07,
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",3559.891,
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",3714.814,
"TUR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",,"M"
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",,"M"
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",7697.533,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",8431.881,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",8911.045,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",9431.662,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",9628.766,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",9966.511,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",11486.577,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",11874.896,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",11028.059,
"GBR","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",5970.546,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",7750.03,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",9775.111,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",11564.215,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",11814.716,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",11814.53,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",11726.424,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2012",11742.52,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2013",11881.47,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2014",12175.709,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2015",12424.258,
"USA","EDUEXP","PRY_NTRY","USD_STUDENT","A","2016",,"M"
"ARG","EDUEXP","PRY_NTRY","USD_STUDENT","A","1995",,"M"
"ARG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2000",,"M"
"ARG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2005",,"M"
"ARG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2008",,"M"
"ARG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2009",,"M"
"ARG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2010",,"M"
"ARG","EDUEXP","PRY_NTRY","USD_STUDENT","A","2011",,"M"
